ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Spirits,Whisky,Canadian Whisky,CANADA,471,SEAGRAM'S - V O,87000010345,1.14,1,40,32.49,NA
Spirits,Liqueurs,Nut Liqueurs,CANADA,477836,MALIBU - COCONUT,89540448985,0.75,1,21,18.99,NA
Wine,France Wine,France Champagne Wine,FRANCE,482026,MOET & CHANDON - ROSE IMPERIAL,3185370061503,0.75,1,12.5,73.99,0
Wine,France Wine,France Red Wine,FRANCE,489096,BEAUNE 1ER VIGNES FRANCHES CLOS DES URSULES - DOM JADOT10/11,3535921690100,0.75,1,13.5,73.99,0
Wine,France Wine,France Red Wine,FRANCE,489112,CHARMES CHAMBERTIN - JADOT 2003,3535921700304,0.75,1,13.5,169.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,492314,SAWMILL CREEK - MERLOT,63657004074,16,1,12.5,105.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,510354,GLENFARCLAS - 12 YEAR OLD,5018066112433,0.7,1,43,74.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,513341,PALM BAY POMEGRANATE HIBISCUS CAN,779469210489,0.355,6,5,8.29,NA
Wine,France Wine,France Red Wine,FRANCE,521070,GEVREY CHAMBERTIN - DUGAT PY VIEILLES VIGNES 2014,626990258070,0.75,1,13,169.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,530972,CALIFORNIA RED - REVOLUTION RED,56049133391,3,1,13.5,27.49,1
Wine,Canada - BC,Canada - BC White Wine,CANADA,546317,BODACIOUS - PINOT GRIGIO,63657031780,0.75,1,12,8.99,2
Spirits,Vodka,Flavoured Vodka,UNITED STATES OF AMERICA,566190,SMIRNOFF - RASPBERRY,82000724315,0.375,1,35,12.29,NA
Spirits,Tequila,Gold Tequila,MEXICO,576744,EL JIMADOR - REPOSADO,744607169608,0.375,1,40,15.49,NA
Wine,France Wine,France Red Wine,FRANCE,584037,MOULIN A VENT - THIBAULT LIGER BELAIR LES ROUCHAUX 2012,795898007643,0.75,1,13,45.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,585745,QUAILS GATE - GEWURZTRAMINER 2015,778856106060,0.75,1,12,15.99,1
Wine,France Wine,France White Wine,FRANCE,599753,PAYS D'OC VERMENTINO - LES JAMELLES CEPAGE RARE,3525490017026,0.75,1,12,14.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,601070,ROAD 13 - HONEST JOHN'S WHITE 2014,,0.75,1,13.1,14.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,607903,PELLER ESTATES - PROPRIETORS RESERVE CABERNET MERLOT,48162006263,1.5,1,12,14.99,0
Wine,Canada - BC,Canada - BC Ice Wine,CANADA,609974,GANTON & LARSEN PROSPECT - VIDAL ICEWINE THE LOST BAR 2010,776545400109,0.375,1,9,35.99,10
Wine,Italy Wine,Italy Red Wine,ITALY,62232,AMARONE - MUSELLA 10/11,8031393000553,0.75,1,15.5,52.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,628347,RED ROOSTER - PINOT NOIR 2014,681246800281,0.75,1,13,18.49,1
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,640151,SHIRAZ - PENFOLDS BIN 28 KALIMNA 2010,9310297003068,0.75,1,14.5,35.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,670562,MIKE'S HARD BLACK CHERRY LEMONADE CANS,779469101886,0.355,6,5,11.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,677666,LEDAIG - 10 YEAR OLD,758371170050,0.75,1,46.3,62.99,NA
Wine,France Wine,France Red Wine,FRANCE,696476,MOULIN A VENT - J P BRUN TERRES DOREES 12/13,3424560060002,0.75,1,12,26.49,0
Wine,France Wine,France Red Wine,FRANCE,697276,CHATEAU HAUT BAILLY 2006,3419466206463,0.75,1,13,229.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,70078,VINO NOBILE DI MONTEPULCIANO - POLIZIANO 09/10,8002312018010,0.75,1,14,34.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,745331,NAKED GRAPE - SHIRAZ,63657017180,3,1,12.5,27.99,1
Wine,Fortified Wine,Sherry Wine,SPAIN,75192,RAINERA PEREZ MARIN - MANZANILLA LA GUITA,8411390200017,0.75,1,15,22.49,0
Wine,France Wine,France Red Wine,FRANCE,752071,RESERVE DE LA COMTESSE 2010,3419466195651,0.75,1,13,92.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,76125,INNISKILLIN OKANAGAN - PINOT BLANC 2015,620654011070,0.75,1,12,12.99,0
Wine,Germany Wine,Germany White Wine,GERMANY,783092,RIESLING - SELBACH OSTER DRY MOSEL 2014,717215002537,0.75,1,11,22.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,799585,BAROLO RISERVA - PRUNOTTO BUSSIA VIGNA COLONNELLO 08,8016001001467,0.75,1,14,169.99,0
Spirits,Whisky,Canadian Whisky,CANADA,824268,CENTURY DISTILLERS - 20 YEAR OLD NINETY,776555200157,0.75,1,45,44.99,NA
Wine,France Wine,France White Wine,FRANCE,846188,PINOT GRIS - ZIND HUMBRECHT RANGEN THANN CLOS SAINT URB 2011,831906004843,0.75,1,15.3,91.99,0
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,853853,JACK DANIEL'S - MASTER DISTILLERS SERIES #2 JESS MOTLOW,,0.75,1,43,30.77,NA
Spirits,Other Spirits,Moonshine Spirits,UNITED STATES OF AMERICA,853978,JOHNSON - GEORGIA MOON PEACH,96749011469,0.75,1,35,33.99,NA
Wine,France Wine,France Red Wine,FRANCE,855536,BONNES MARES - FOUGERAY DE BEAUCLAIR 2012,3527941120118,0.75,1,13.5,189.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,858605,PALM BAY OCEAN PEACH POMELO CAN,779469101343,0.355,6,5,8.29,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,873638,RIOJA ALTA TEMPRANILLO - CASA ROJO INVISIBLE MAN 2011,8436546821922,0.75,1,13.5,25.49,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,882373,PHILLIPS - ANALOGUE 78 KOLSCH,626990122074,0.341,6,5,11.29,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,906628,MOLSON - COORS LIGHT CAN,56327183230,0.355,6,4,9.29,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,92098,CANNERY - THORNLESS BLACKBERRY PORTER,626990029779,0.65,1,6.5,5.09,NA
Refreshment Beverages,Coolers,Wine/Fruit Coolers,UNITED STATES OF AMERICA,534164,WILD VINES - BLACKBERRY MERLOT,85000002728,0.75,1,6,6.49,NA
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,40428,CABERNET SAUVIGNON - GRAHAM BECK THE GAME RESERVE 2013,699446000257,0.75,1,14,18.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,106377,SHIRAZ CABERNET - JACOB'S CREEK,9300727453129,0.75,1,13.9,11.49,0
Wine,Italy Wine,Italy Red Wine,ITALY,110312,AMARONE - TEDESCHI 09/11,8019171000070,0.75,1,16,48.99,0
Wine,France Wine,France Rose Wine,FRANCE,110411,TAVEL - DOM LAFOND ROC EPINE 14/15,785255000028,0.75,1,13.5,24.99,0
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,111526,CABERNET SAUVIGNON - NEDERBURG,6001452301862,0.75,1,14,11.49,0
Spirits,Whisky,Canadian Whisky,CANADA,114694,CROWN ROYAL,87000700604,1.75,1,40,55.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,115972,STAG'S HOLLOW - HERITAGE BLOCK 2012,626990083122,0.75,1,14,21.99,0
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,MEXICO,123323,KAHLUA,89540454085,1.14,1,20,34.49,0
Wine,Germany Wine,Germany White Wine,GERMANY,145425,NIERSTEINER KABINETT - G A SCHMITT,742881010142,0.75,1,8.5,11.49,2
Wine,France Wine,France Rose Wine,FRANCE,158014,AIX EN PROVENCE ROSE - LES QUATRE TOURS SIGNATURE 2013,3424701220326,0.75,1,12.5,19.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,168971,ZINFANDEL - BIG HOUSE CARDINAL ZIN,81308001456,3,1,13.5,33.99,0
Wine,Fortified Wine,Port Wine,PORTUGAL,170928,WARRE'S - WARRIOR RESERVE,5010867120228,0.75,1,20,22.99,10
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,17095,CABERNET SHIRAZ - MAJELLA THE MUSICIAN COONAWARRA 11/13,9331138000572,0.75,1,14.5,19.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,172163,PHILLIPS - AMNESIAC DOUBLE IPA,626990036647,0.65,1,8.5,5.59,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,172403,PETITE SIRAH - MAGGIO LODI,82544007257,0.75,1,13,16.49,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,179226,TANTALUS - RIESLING OLD VINES 2013,626990067429,0.75,1,12.5,34.99,1
Wine,Italy Wine,Italy Red Wine,ITALY,210849,VENETO TEROLDEGO - MARION 07/08,626990083351,0.75,1,14,52.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,232736,SHIRAZ - TWO HANDS BELLAS GARDEN BAROSSA 13,9331727015550,0.75,1,14.8,78.99,0
Wine,France Wine,France White Wine,FRANCE,234526,LE VILLAGEOIS WHITE - CELLIERS LA SALLE,63657001479,4,1,11,31.49,0
Wine,Fortified Wine,Other Fortified Import Wine,AUSTRALIA,257980,EMU - OLOROSO CREAM,9311043020933,0.75,1,17.5,9.99,8
Wine,Germany Wine,Germany White Wine,GERMANY,26781,RIESLING AUSLESE - SCHLOSS JOHANNISBERG ROSALACK 2006,4007730474701,0.375,1,8,85.29,8
Wine,France Wine,France Champagne Wine,FRANCE,280461,MOET & CHANDON - DOM PERIGNON 04/06,3185370485484,0.75,1,12,203.99,0
Wine,Canada - BC,Canada - BC Fruit Wine,CANADA,291419,LULU ISLAND - RASPBERRY 2014,627598310818,0.5,1,11,18.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,293290,STICKLEBACK RED - HEARTLAND,9331276000014,0.75,1,14.5,12.97,0
Wine,France Wine,France Red Wine,FRANCE,329532,CHATEAUNEUF DU PAPE - BEAUCASTEL HOMMAGE A J PERRIN 12/13,633135102426,0.75,1,15,379.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,364679,PACIFIC WESTERN - CARIBOO BLONDE CAN,774558001306,0.355,6,5.5,7.29,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,380071,SHIRAZ - JOHN DUVAL ENTITY BAROSSA 10/12,9334921000018,0.75,1,14,57.99,0
Wine,France Wine,France Red Wine,FRANCE,39479,CLOS DE LA ROCHE - JADOT 2012,3535921601205,0.75,1,13.5,299.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,410324,CHIANTI CLASSICO GRAN SELEZIONE - VICCHIOMAGGIO LA PRIMA 11,626990198802,0.75,1,13.5,52.99,0
Wine,France Wine,France Red Wine,FRANCE,41491,CHATEAU CANON 2006,3419466200850,0.75,1,14,139.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,425926,VALDEPENAS GRAN RESERVA - ANCIANO AGED 7 YEARS OLD,5060108901840,0.75,1,13,11.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,442442,PETITE SIRAH - QUARISA CARAVAN,9337739000218,0.75,1,14.5,15.49,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,445072,BUFFALO TRACE EXPERIMENTAL COLL WHEAT EP 125,808755010905,0.375,1,45,85.99,0
Wine,Italy Wine,Italy White Wine,ITALY,468306,VENETO PINOT GRIGIO - TORRESELLA,633369333313,0.75,1,11.5,13.49,0
Wine,France Wine,France Red Wine,FRANCE,478032,VACQUEYRAS - CHATEAU DES TOURS RESERVE 1998,97985155498,0.75,1,15,94.99,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,484527,STEAMWORKS - PILSNER TALL CAN,185902000508,0.5,1,5,2.19,NA
Wine,France Wine,France White Wine,FRANCE,486688,PINOT GRIS - ZIND HUMBRECHT RANGEN THANN CLOS ST URBAIN 12,9419593007937,0.75,1,15.3,116.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,488379,BOWEN ISLAND - DEEP 6 LAGER,626990051237,0.355,6,5,7.29,NA
Wine,Italy Wine,Italy Red Wine,ITALY,490136,BRUNELLO DI MONTALCINO - TENUTA DI COLLOSORBO  2010,8032591180788,0.75,1,14,53.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,500322,LAKE BREEZE - PINOT BLANC 2014,626990003069,0.75,1,12.8,16.99,1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,508754,STANLEY PARK - 1897 AMBER TALL CAN,779305100356,0.5,1,5.1,2.29,NA
Wine,Italy Wine,Italy Red Wine,ITALY,512327,PUGLIA SANGIOVESE - FARNESE FANTINI,653149111269,0.75,1,12.5,9.99,0
Beer,Import Beer,Europe Beer,NETHERLANDS,535294,GROLSCH PREMIUM LAGER TALL CAN,83741150012,0.5,1,5,2.09,NA
Wine,France Wine,France White Wine,FRANCE,552349,MACON LUGNY - BOUCHARD PERE ST PIERRE 2015,3337690147683,0.75,1,13,22.49,0
Spirits,Gin,Dry Gin,UNITED KINGDOM,557181,LONDON NUMBER 1 SMALL BATCH,8410023019460,0.75,1,47,44.99,0
Spirits,Vodka,Flavoured Vodka,UNITED STATES OF AMERICA,566182,SMIRNOFF - RASPBERRY,82000724308,0.75,1,35,21.99,NA
Refreshment Beverages,Cider,Domestic Cider,CANADA,569681,GROWERS - BLACKBERRY,63657033579,2,1,7,8.99,6
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,5793,BLACK KETTLE - PALE ALE,626990187196,0.65,1,5.4,4.89,NA
Wine,Italy Wine,Italy White Wine,ITALY,598672,CAMPANIA GRECO - MASTROBERARDINO MASTRO 2012,626990156956,0.75,1,12.5,17.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,601229,BALVENIE - 14 YEAR OLD CARIBBEAN RUM CASK,5010327524566,0.75,1,43,119.99,NA
Spirits,Liqueurs,Cream/Dairy Liqueurs,IRELAND,624296,BAILEYS - SALTED CARAMEL,5011013930197,0.75,1,17,26.49,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,624494,SHIRAZ VIOGNIER - YALUMBA Y SERIES,9311789000824,0.75,1,14.1,14.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,627083,MACALLAN - REFLEXION,812066020973,0.75,1,43,1450,NA
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,648444,TEMPLETON - RYE SMALL BATCH,720815920101,0.75,1,40,54.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,652073,CONVICTION - SOVEREIGN OPAL THE INDUSTRIALIST 2015,58976502332,0.75,1,11.7,11.99,1
Wine,Italy Wine,Italy Red Wine,ITALY,65565,SALENTO - VERSO ROSSO,8008863039023,0.75,1,14,17.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,658690,GLEN SCOTIA - 12 YEAR OLD,5016840150220,0.7,1,46,71.99,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,669333,STANLEY PARK - LORD STANLEY'S SUMMER PICKS,779305103449,0.33,12,5.1,19.49,NA
Wine,France Wine,France White Wine,FRANCE,671644,CHASSAGNE MONTRACHET 1ER MORGEOTS - DROUHIN LAGUICHE 2012,12086352041,3,1,13.5,679,0
Wine,France Wine,France Red Wine,FRANCE,672618,CHATEAU DUHART MILON 2010,3412951003028,0.75,1,13.5,239.99,0
Wine,France Wine,France Red Wine,FRANCE,682401,RICHEBOURG - DOMAINE ANNE GROS 2014,464154976855,0.75,1,13.5,649,0
Spirits,Tequila,Gold Tequila,MEXICO,698621,DON JULIO - REPOSADO,674545000414,0.75,1,40,79.99,NA
Wine,France Wine,France Red Wine,FRANCE,699371,COTES DU RHONE - CHATEAU DE FONSALETTE 2001,626990205340,0.75,1,14,139.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,744532,SYRAH - ESCORIHUELA 1884 RESERVADO,722358070800,0.75,1,13.9,17.99,1
Wine,France Wine,France White Wine,FRANCE,751750,BOURGOGNE BLANC - DOMAINE CORDIER JEAN DE LA VIGNE 2014,3760170246444,0.75,1,13,33.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,758086,JAW DROP - SQUIRTING ORANGES CAN,628623019560,0.355,6,7,9.29,NA
Spirits,Asian Spirits,China Spirits,CHINA,763284,FEN CHIEW,6903431110024,0.375,1,53,18.99,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,767160,RIOJA - BODEGAS ARTEVINO ORBEN 2011,9419593008392,0.75,1,14.5,48.99,0
Wine,France Wine,France Red Wine,FRANCE,771865,GEVREY CHAMBERTIN 1ER LES CAZETIERS - REMOISSENET 2010,3760142711413,0.75,1,13.5,159.99,0
Wine,France Wine,France White Wine,FRANCE,788596,RIESLING - ZIND HUMBRECHT 11/12,3760163405162,0.75,1,11.5,26.49,0
Wine,France Wine,France Red Wine,FRANCE,789784,ALOXE CORTON 1ER LES VALOZIERES - ROUX PERE & FILS 2012,36287003755,0.75,1,13.5,65.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,801480,BAROLO - CONTERNO FANTINO VIGNA DEL GRIS 10/11,464154739696,0.75,1,15,86.99,0
Wine,France Wine,France Red Wine,FRANCE,81570,SANTENAY CLOS DE MALTE - DOMAINE JADOT 2012,3535925811204,0.75,1,13,50.99,0
Wine,France Wine,France Champagne Wine,FRANCE,824953,VEUVE CLICQUOT - ROSE FRIDGE COLLECTION,3049614115585,0.75,1,12,77.99,0
Wine,France Wine,France Red Wine,FRANCE,836825,VOSNE ROMANEE 1ER LES SUCHOTS - JADOT 2012,3535929601207,0.75,1,13.5,169.99,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,842021,FUGGLES & WARLOCK - THE LAST STRAWBERRY WIT,728943674224,0.65,1,4.9,5.59,NA
Wine,France Wine,France Red Wine,FRANCE,850594,BEAUNE 1ER VIGNES FRANCHES CLOS DES URSULES - DOM JADOT 09,3535921690131,3,1,13,429.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,853705,NAPA VALLEY RED - PAHLMEYER 2013,626990077916,0.75,1,15.2,214.99,0
Refreshment Beverages,Coolers,Spirit Coolers,UNITED STATES OF AMERICA,864041,SMIRNOFF - ICE CAESAR,776103001373,0.33,4,6,9.29,NA
Spirits,Whisky,Irish Whiskey,IRELAND,872176,TEELING - SMALL BATCH,5391523270021,0.7,1,46,62.99,NA
Wine,France Wine,France Red Wine,FRANCE,886192,BEAUNE 1ER GREVES - DROUHIN 2009/13,12086543814,0.75,1,13,95.99,0
Wine,France Wine,France Red Wine,FRANCE,88708,VOLNAY LES GRANDS POISOTS - MARK HAISMA 2013,3445152006956,0.75,1,12.5,64.99,0
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,UNITED STATES OF AMERICA,888230,ROOTBEER SCHNAPPS - PHILLIPS,87116010109,0.75,1,15,18.49,0
Spirits,Other Spirits,Miscellaneous/Other Spirits,UNITED STATES OF AMERICA,899955,JIM BEAM - JACOB'S GHOST,80686121039,0.75,1,40,26.49,3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,904318,LABATT - BLUE CAN,62067351341,0.355,6,5,8.99,NA
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,928234,REMY MARTIN - 1738 ACCORD ROYAL,87236002114,0.75,1,40,116.99,NA
Wine,France Wine,France White Wine,FRANCE,952473,CHATEAU DE FIEUZAL BLANC 2013,714153172230,0.75,1,13.5,85.99,0
Refreshment Beverages,Coolers,Spirit Coolers,UNITED STATES OF AMERICA,775239,BREEZER FREEZE PINA COLADA,620213700506,0.7,1,5,5.99,NA
Refreshment Beverages,Coolers,Malt-Based Coolers,UNITED STATES OF AMERICA,872010,JEREMIAH WEED SPIKED ICED TEA - PEACH CAN,82000773481,0.355,6,5,9.99,NA
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,100594,SAUVIGNON BLANC - KIM CRAWFORD MARLBOROUGH 14/15,9419227006275,0.75,1,13,18.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,121368,SHIRAZ - WINE MEN OF GOTHAM,9341995000127,0.75,1,13.9,13.99,0
Wine,Portugal Wine,Portugal Rose Wine,PORTUGAL,12781,MATEUS ROSE - SOGRAPE,5601012011708,1.5,1,11,16.79,2
Spirits,Vodka,Straight Vodka,CANADA,135566,POLAR ICE,48415345941,0.75,1,40,21.49,NA
Spirits,Whisky,Canadian Whisky,CANADA,1487,CROWN ROYAL,82000752509,0.75,1,40,24.49,NA
Wine,France Wine,France Red Wine,FRANCE,149393,CORNAS - DELAS CHANTE PERDRIX 10/11,3359950239136,0.75,1,13.5,52.99,0
Wine,Italy Wine,Italy White Wine,ITALY,1511,COLLI ALBANI BIANCO - FONTANA DI PAPA,8001333700102,1.5,1,11,11.49,1
Wine,France Wine,France White Wine,FRANCE,155705,CHATEAU D'YQUEM 2009,3258691394732,0.75,1,13,1299,10
Wine,Germany Wine,Germany White Wine,GERMANY,160127,RIESLING - CLEAN SLATE MOSEL,750625653012,0.75,1,10.5,13.49,2
Wine,France Wine,France White Wine,FRANCE,164582,SANCERRE - CHATEAU DE SANCERRE 13/14,3018300018523,0.75,1,13.5,27.99,0
Wine,France Wine,France White Wine,FRANCE,181701,CHABLIS GRAND CRU BOUGROS - DOMAINE WILLIAM FEVRE 2013,3443620006019,0.75,1,13,88.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,190256,CABERNET SAUVIGNON - FAMIGLIA BIANCHI RESERVA 2012,899911000076,0.75,1,14,14.47,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,19877,CABERNET SAUVIGNON - BARNETT NAPA SPRING MOUNTAIN 2012,626990020950,0.75,1,14.2,82.99,0
Wine,France Wine,France Red Wine,FRANCE,199315,CHATEAU CLINET 2010,3760066831235,0.75,1,14,259.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,201111,CABERNET SAUVIGNON - JUSLYN SPRING MOUNTAIN ESTATE 2010,626990065920,0.75,1,15.3,109.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,201699,RUSSELL - BLOOD ALLEY EXTRA SPECIAL BITTER,696540190648,0.341,6,5.5,10.29,NA
Spirits,Tequila,Gold Tequila,MEXICO,221663,CAMARENA - REPOSADO,85000017326,0.75,1,40,35.49,NA
Wine,Germany Wine,Germany White Wine,GERMANY,223487,PINOT BLANC -  HEITLINGER BADEN SMOOTH LEAF,40409211119,0.75,1,11.5,15.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,239384,CALIFORNIA RED - DREAMING TREE CRUSH,82100738533,0.75,1,13.5,17.99,1
Wine,France Wine,France Red Wine,FRANCE,24018,COTES DU RHONE VILLAGES SABLET - CHATEAU DE TRIGNON 11/12,3496168492103,0.75,1,14.1,20.99,0
Wine,Italy Wine,Italy White Wine,ITALY,248518,PINOT GRIGIO DELLE VENEZIE - VOGA 2014,21893795088,0.75,1,13,13.49,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,264739,ZINFANDEL - RODNEY STRONG SONOMA KNOTTY VINES 2014,87512920057,0.75,1,15.1,22.99,0
Wine,Germany Wine,Germany White Wine,GERMANY,2717,RIESLING - BASSERMANN JORDAN JESUITENGARTEN GG TROCKEN 12,4026907071000,0.75,1,13,73.99,1
Wine,Canada - BC,Canada - BC Red Wine,CANADA,290684,ROAD 13 - HONEST JOHN'S RED 2014,626990062806,0.75,1,13.8,16.99,0
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,294199,SAZERAC - 6 YEAR OLD SRAIGHT RYE,88004139940,0.75,1,45,51.99,NA
Wine,France Wine,France Red Wine,FRANCE,300897,CHATEAU GRACIA 2011,714153158111,0.75,1,15,195.69,0
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,3400,CUTTY SARK,5010504100071,0.75,1,40,22.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,340372,SAWMILL CREEK - MERLOT,63657001097,1.5,1,12.5,14.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,345108,RIOJA CRIANZA - MARQUES DE CACERES 11/12,8410406311006,0.75,1,12.5,17.99,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,355784,SYMPHONY - IRONSTONE OBSESSION,724826071227,0.75,1,12,16.99,2
Spirits,Whisky,Other Country Whisky,UNITED KINGDOM,355875,PENDERYN - SINGLE MALT MADEIRA FINISH WALES,5011594010707,0.7,1,46,91.99,0
Wine,Chile Wine,Chile White Wine,CHILE,365940,PINOT GRIGIO - CONCHA Y TORO FRONTERA SPECIALTIES,626990178880,0.75,1,12.5,8.79,1
Wine,Italy Wine,Italy Rose Wine,ITALY,370809,BEATO BARTOLOMEO BREGANZE - SPUMANTE EXTRA DRY ROSA DI SERA,839131000692,0.75,1,11.5,18.49,1
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,387621,CABERNET SAUVIGNON - J LOHR SEVEN OAKS,89121288139,1.5,1,13.6,45.99,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,389924,MOLSON - RICKARD'S RADLER CAN,56327009844,0.355,12,3.2,22.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,390484,AGLIANICO DEL VULTURE - DON ANSELMO 2010,899188001059,0.75,1,14,69.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,428284,AUSTRALIA RED - YELLOW TAIL BIG BOLD RED,839743001483,0.75,1,13.5,13.49,2
Spirits,Other Spirits,Flavoured Spirits,FRANCE,430256,CIROC - PINEAPPLE,88076180406,0.75,1,35,44.99,NA
Wine,France Wine,France White Wine,FRANCE,443861,SANCERRE - ALPHONSE DOLLY CUVEE SILEX 2012,3760032564556,0.75,1,12.5,30.99,0
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,462333,SAUVIGNON BLANC - STONELEIGH MARLBOROUGH LATITUDE 14/15,9414505300724,0.75,1,12.5,20.99,0
Wine,Sake,Japan Sake,JAPAN,474635,YAMAHAI JUNMAI GINJO SAKE - THE OLD STYLE,4985570106047,0.72,1,15.5,36.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,486258,SHIRAZ GRENACHE - GLAETZER WALLACE BAROSSA 10/14,9322246002008,0.75,1,15,29.49,0
Wine,South Africa Wine,South Africa White Wine,SOUTH AFRICA,486357,IRRESISTABLE WHITE - INCEPTION,6001108084057,0.75,1,12.5,13.49,1
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,494492,MERLOT - WOODBRIDGE,86003000490,0.75,1,12,12.99,0
